chi2_1s_std,chi2_2s_std,dchi2_std,beta_min_std,chi2_1s_ext,chi2_2s_ext,dchi2_ext,beta_min_ext
1.721840460687492325e+01 1.824121649497788411e+01 -1.022811888102960864e+00 -1.000000000000000000e+00 4.072070944392338276e+01 3.070024419630895807e+01 1.002046524761442470e+01 9.617248711152964757e-02
